file_id,source,year,genre,raw_text,token_count
P3_1986_01,Ankh Micholi,1986,Magazine,"الج سے لاکھوں برس پہلے یہ دنیا خالی خولی تھی نہ شہر تھا نہ آباد یاں فلک بوس مرکان تھے ۔
ن یکی اور صاف ستھری سڑکیں سفر اور بار برداری کے لئے گاڑیاں تھیں نہ ریل کاریں بجلی کے تھے
تھے نہ چکا چوند روشنیاں تھیں ہر طرف ویرانی اور وحشت تھی زمین بے آباد تھی انسان کا نشان تک
نہ تھا۔ اللہ تعالی جو اس کائنات کا پیدا کرنے والا ہے اس نے اسے آباد کرنے کا پروگرام بنا یا مٹی کا
ایک پتلا بنا یا وہ بے جان تھا اس میں جان ڈال دی وہ گونگا تھا اسے آباد کرنے کی صلاحیت عطا
کی وہ چلنے پھرنے سے معزور تھا اسے چلنے کی قوت دی پھر اسے علم عطا کیا اور علم کی ویسے آدم کو
فضیلت اور عظمت پخشی تمام مخلوق پر یہاں تک کہ اپنی نورانی اور مقدس مخلوق فرشتوں کو اس
کی خدمت اور آرام رسائی پر مقرر کیا ملائکہ نے اللہ تعالٰی کے حکم کے سامنے سر جھکا دیا وہ بھی بھی اللہ
تعالیٰ کے کسی حکم کی نافرمانی نہیں کرتے۔ فرمانبرداری ان کی عادت اور ان کی خوراک عبادتے وہ جان گئے
تھے کہ آدم کے پاس علم ہے اور علم اللہ کا نور ہے جو اس کی خاص نعمت ہے دنیا کی بڑی سے بڑی شے
علم کا مقابلہ نہیں کر سکتی اس لئے وہ آدم کی خدمت اور چاکری پر دل و جان سے راضی ہو گئے۔ آدم
اکیلا تھا اس جیسا کوئی دوسرا انسان نہ تھا۔ اکیلے کا دل گھبراتا تھا۔ اللہ تعالیٰ نے بی بی حوا کو پیدا کیا تا کہ
وہ آدم کو آرام پہنچائے اُس کی تنہائی ختم ہو اور دونوں سے بچے پیدا ہوں تاکہ خالی خولی دنیا آباد ہو اور
یہ بچے بڑے ہو کر دنیا کا نظام سنبھا لیں اور اسے اللہ تعالیٰ کے احکامات کے مطابق چلائیں پہلے
پہل اللہ تعالیٰ نے آدم اور حوا کو جنت میں رکھا وہاں رنگارنگ باغات تھے، طرح طرح کے میوہ جات
تھے اور پھل تھے پھولوں کی کیا ریاں تھیں ۔ دودھ اور شہد کی نہریں تھیں ۔ آدم اور آدم کی تمام اولاد کا اصلی
ٹھکانہ جنت ہی ہے۔
خوبصورت پرندے اور نفی نفی تتلیاں تھیں ہر طرف حسن اور خوبصورتی تھی۔ نہ کوئی بیماری تھی نہ
کوئی پریشانی نہ آفت تھی نہ مصیبت بس خوشی ہی خوشی تھی آرام ہی آرام تھا مزے ہی مزے تھے۔ شیطان
کو اپنے آپ پر آدم کی یہ فضیلت پسند نہ آئی امین نے آدم کے سامنے سر جھکانے سے انکار کردیا اس نے اپنے
آپ کو بڑا سمجھا اور کہا میں بڑا ہوں مجھے آگ سے پیدا کیا گیا ہے۔
آدم کو مٹی سے بنایا گیا ہے، میں آدم کے سامنے ہرگز نہ ھکوں گا اللہ تعالیٰ نے ابلیس کے تختبر کو
ناپسند کیا اللہ تعالی تکبر کرنے والے سے خوش نہیں ہوتے بلکہ اُسے دنیا اور آخرت میں ذلیل ورسوا
کرتے ہیں متکبر کو کوئی بھی اچھا نہیں سمجھتا وہ دنیا میں بھی ذلیل ہوتا ہے اور آخرت میں کبھی ۔ اللہ تعالیٰ
نے ابلیس کو اپنے دربار سے ذلیل کر کے نکال دیا۔ ابلیس نے طبعی زندگی کی مہلت مانگی اسے مہلت
دے دی گئی انہیں نے کہا میں آدم کی اولاد کو گراہ کروں گا۔ ان کو نیکی سے روکوں گا۔ اور برائیوں میں
مبتلا کروں گا ۔ میں بھیس بدل کر انسانوں کے پاس آؤں گا اور ان کے دل
میں وسوسے اور بڑے خیال ڈالوں گا۔ اور ان کو ظلم، گناہ، چوری ، جھوٹ اور خیانت جیسی برائیوں
میں مبتلا کر دوں گا۔ اللہ تعالیٰ نے فرمایا جو میرے نیک بندے ہیں وہ تیسری بات ہرگز نہیں مانیں گے
در اپنے بندوں کو میں جنت میں جگہ دوں گا ۔ جہاں خوشی ہوگی آرام ہوگا اور مزے ہوں گے اور جو
میری نافرمانی کریں گے۔ مجھے چھوڑ کر تیری بات مانیں گے ان کو جہنم میں ڈالوں گا جہنم میں عذاب
ہو گا اگ ہو گی۔ کھولتا ہوا پانی ہوگا اور طرح طرح کی مصیبت اور پریشانی ہوگی۔
اس نے سوچا آدم ہی کی وجہ سے ذلیل اور خوار ہوا ہوں اس لئے اپنی ذلت اور رسوائی کا بدلہ آدم
سے ضرور لوں گا۔ انہیں نے آدم سے سیمی بھی باتیں کیں اور اس کے دل میں خوبصورت خیالات
میٹی
اور وسوسے ڈالے آدم اس کی میٹھی میٹھی باتوں میں آگئے۔
اور اللہ کے حکم کو جو گے اللہ تعالی نے آدم اور حوا دونوں کودنیا میں بھیج دیا اور آدم کو
اللہ تعالیٰ نے نبی بنایا اور گناہ کی معافی مانگنے کا طریقہ سکھایا ۔ حضرت آدم سولہ سال روتے رہے اور
اپنی غلطی کی معافی مانگتے رہے۔ گناہوں کی معافی مانگنے والوں کو اللہ تعالیٰ بے حد پسند کرتا ہے اور
ان سے بے حد خوش ہوتا ہے اور ان کے درجات کو بلند کرتا ہے۔ اللہ تعالیٰ نے آدم کو معاف کردیا
اور اُن کے درجات کو بلند کیا۔ حضرت آدم اور اماں حوا سے پہلے دنیا میں کوئی انسان نہ تھا نسل
انسانی کا آغاز ان دونوں سے ہوا آدم اور حوا نے بہت سارے بچوں کو جنم دیا۔ ان بچوں نے جوان
ہو کہ آپس میں شادیاں کیں۔ اور پھر ان کے ہاں اولاد پیدا ہوئی یوں دنیا میں انسان پھلنے پھولنے
لگا۔ آبادی بڑھنے لگی گھروندے بنے لگے کھیتی باڑی ہونے لگی رزق کی تلاش میں انہوں دور دراز
جنگلوں کے سفر کئے اور یوں زمین آباد ہوئی حضرت آدم اللہ تعالیٰ کے نبی تھے۔ وہ لوگوں کو بتاتے تھے
کہ ہم دنیا میں امتحان اور آزمائش کے لئے بھیجے گئے ہیں ہماری دنیا کی زندگی عارضی ہے۔ ہمارا اصل گھر
جنت ہے۔ لیکن جنت میں صرف وہی لوگ جائیں گے جو اللہ تعالیٰ کے احکامات کی پیروی کریں گے
کسی کو تکلیف نہ دیں گے کسی کا حق نہیں ماریں گے جھوٹ چغلی چوری اور خیانت سے کہیں گے اور
وہ لوگ جہنم میں جائیں گے جو برے کام کریں گے۔ حضرت آدم کے خاندان میں
ایک عجیب واقعہ پیش آیا حضرت آدم کے دو بیٹے تھے ایک کا نام ہابیل تھا دوکے کا نام قابیل تھا۔ ہابیل
انتہائی متقی پرہیز گار اور نیک آدمی تھا کبھی جھوٹ نہ بولتا اللہ تعالی کے کسی بھی حکم کی نافرمانی نہ کرتا وہ
لوگوں سے محبت کرتا لوگ اس سے محبت کرتے کسی کو تکلیف نہ پہنچاتا۔ قابیل اس کی مقبولیت دیکھ کر
جلتا رہتا ہا بیل کی بیوی بھی نیک اور خوبصورت تھی جب کہ قابیل کی بیوی ایسی نہ تھی ۔ ہاہیں جب کبھی
اللہ کے راہ میں دنیا اچھا اور عمدہ ماں دیتا لیکن قابیل گھٹیا اور روی ماں پیش کرتا اس لئے بابیل کی قربانی
اور سخاوت قبول کر لی جاتی اور قابیل کا مال قبول نہ کیا جاتا۔ ان باتوں نے قابیل کو حسد میں مبتلا کر دیا۔
حمد بہت برا مرض ہے۔ حاسد شخص مر وقت پریشان رہتا ہے۔ اس کی دنیا اور دین دونوں تباہ ہو جا ہیں۔
ت بیل کے دل میں حسد کا مرض پیدا ہو گیا تھا اس لئے وہ ہر وقت جلتا رہتا اُسے ایک لمحہ بھی
اطمینان نصیب نہ ہوتا۔ اس نے ایک خوفناک منصوبہ بنایا اس نے سوچا کیوں نہ ہابیل کو قتل ہی کر
ڈالوں
تاکہ نہ رہے بانس نہ بجے بانسری۔ ایک دن غصہ میں تلملاتا ہوا وہ ہابیل کے پاس پہنچا۔ اور اس سے
کہا میں تجھ کو قتل کئے بغیر نہ چھوڑوں گا۔
ہابیل نے نہایت تحمل اور نرمی سے جواب دیا میں تو کسی طرح تجھ پر ہاتھ نہیں اٹھاؤں گا باقی تیری
جو مرضی ہو وہ کر رہا قربانی کا معاملہ سو اللہ تعالیٰ کے ہاں نیک نیت کی قربانی قبول ہوتی ہے۔ بدنیت
کی عبادت اور صدر یا خیرات کی اللہ کے ہاں کوئی قدر نہیں۔ قابیل پر اپنے بھائی کی نصیحت کا الٹا اثر پڑا اور
اس نے غصہ سے مشتعل ہو کر اسے بے دردی سے قتل کر دیا ۔ انسانی تاریخ کا یہ پہلا قتل تھا۔ دنیا
میں قتل کی ابتداء کرنے والا سب سے پہلا انسان قابیل تھا۔ اس لئے ہمارے پیارے اور سچے نبی حضرت
محمد مصطفی صلی اللہ علیہ وسلم نے فرمایا کہ دنیا میں جب کوئی قتل ہوتا ہے تو اس کا گنا ہ حضرت آدم کے
پہلے بیٹے (قابیل) کی گردن پر ضرور ہوتا ہے۔ اس لئے کہ وہ پہلا شخص ہے جس نے ظالمانہ قتل
کی ابتداء کی اور یہ نا پاک رسم جاری کی ۔ قتل کے بعد قابیل کو پریشانی لاحق ہوئی کرمردہ بھائی کی نعش
کو کہاں چھپاتے۔ ابھی تک اولاد آدم میں سے کوئی نہیں مرا تھا، اس لئے آدم نے مردے کے بارے
میں خدا کا کوئی حکم بھی نہیں سنایا تھا۔ یکایک اس نے ایک کونے کو دیکھا جو زمین کھود رہا تھا چھوپا سا
گڑھا کھودنے کے بعد اس نے ایک مردہ کو نے کو اس میں دبا دیا۔ قابیل نے منظر دیکھا تو اپنی قیمت
پر افسوس کرنے لگا۔ بے ساختہ اس کے منہ سے یہ جملہ نکلا"" ہائے افسوس! کیا میں ایسا گیا گزرہ ہوگیا
کہ اس کوتے جیسا بھی نہ بن سکا۔ وہ ندامت سے پانی پانی ہوگیا اور پھر کوتے کی طرح گڑھا کھود کر اپنے
سبھائی کی لاش کو اس میں چھپا دیا ۔ قابیل کو شرمندگی تو ہوئی لیکن اب پچھپا دے کیا ہوت جب چڑیاں چگ
گئیں کھیت ۔",1516
P3_1986_02,Ankh Micholi,1986,Magazine,"کیا آپ کو معلوم ہے کہ جس سواری کو آج کل موٹر سائیکل کے نام سے پہچانا جاتا ہے. اسے
بہ سال پہلے ہم اپنی زبان میں پھٹ پھٹی کہا کرتے تھے۔ اس کا نام اس کی پھٹ پھٹ کی وجہ سے
پڑا تھا۔ لیکن اب تو یہ موٹر سائیکل کہلاتی ہے۔ رفت رکبھی تیز آواز بھی کم۔
اسی طرح اگر آپ پاک فضائیہ کے ٹائیگر موتھ یا فیور کی طیاروں کو آج دیکھ لیں تو انہیں
بھی پھٹ پھٹ طیارے کا نام دے ڈالیں گے لیکن آج سے تقریبا ۳۸ سال پہلے میں طیارے
ہماری فضائیہ کی لڑا کا قوت تھے۔
جنگ میں فضائیہ کی اہمیت کے پیش نظر طیاروں کی رفتار ، دور فاصلے تک پرواز کی صلاحیت
زیادہ سے زیادہ اسلحہ لے جانے کی صلاحیت کے علاوہ ٹھیک ٹھیک نشانہ لگانے اور دشمن
سے فضا میں معرکے کے وقت بہترین داکر پینے کے قابل بنانے کی کوشش مسلسل جاری ہے۔
ولی
پرانے طرز کے طیاروں میں پشن انجن استعمال ہوتا ہے۔ اب بھی بہت سے طیارے
پشن انجمن ہی استعمال کرتے ہیں عام طور پر ہم اس طرح کے طیاروں کو پیچھے والے طیارے
کہتے ہیں ۔
ہمارے یہاں سی ۔ ۱۳۰ ہر کو لیں طیارہ اسی طرح کا طیارہ ہے آپ نے بڑے شہروں
میں اکثر ٹیڑھی دم والے اس بھاری بھر کم طیارے کو دیکھا ہوگا۔ یہ مال بردار طیارہ ہے۔
لیکن لڑاکا طیاروں کا کام ہی کچھ اور ہوتا ہے اس لئے دوسری جنگ عظیم کے دوران
ہی جیٹ انجن والے طیارے استعمال ہونے لگے پاک فضایہ میں حال ہی میں شامل ہونے
والا جدید لڑاکا طیارہ ایف ۔ ۱۶ اسی نسل کا طیارہ ہے۔
الیف ۲ لڑا کا بمبار طیارہ ہے۔ یعنی اس طیارے سے دشمن سے فضا میں لڑنے
اور دشمن کے دور دراز ٹھکانوں پر بم گرانے کا کام لیا جا سکتا ہے۔
ایف ۔ 14 کی رفتار بہت زیادہ ہے یہ آواز سے دوگنی رفتار یعنی ۱۴ سومیل فی گھنٹہ
پر سفر کر سکتا ہے۔
ایف ۱۶ ۔ نہ صرف تیز رفتار ہے بلکہ گولہ بارود سے لیس ہو کر یعنی دو ہزار پونڈ کے
تقریبا ۸۴ ہم لے کر دشمن کے علاقے میں ۵۷۵ میل دور تک جاکر کارروائی کرنے کے
بعد واپس آ سکتا ہے۔ اس کارروائی کے لئے ایف ۔ ۱۶ کو ۱۶۲ ۳ کلوگرام ایندھن کی ضرورت ہوتی
ہے جو آسانی سے اپنے شنکی میں لے جا سکتا ہے۔ طیاروں کی حد پرواز اور رفتار کا تعلق وزن سے
ہے اس لئے ہم ایندھن کی پیمائش کیلین یا لیٹر میں کرنے کے بجائے کلوگرام میں کرتے ہیں۔ ایف
کے بازووں کے نیچے فاضل ایندھن کے ٹیک لگے ہوتے ہیں ان میں مزید ایندھن لے جانیے
کی گنجائش ہوتی ہے۔ اور اگر حملے کی کارروائی کے دوران ایف ۔ 14 کی فضا میں دشمن سے مڈبھیر ہوتی
تو یہ اپنا وزن کم کرنے کے لئے بازوؤں سے لگے ہوئے فاضل ایندھن کے ٹینک گرا دیتا ہے. اسی
لئے ان کو ڈراپ ٹیک یا گرا کے جانے والے ٹینک بھی کہا جاتا ہے۔
ایف۔ 14 نے اپنی پہلی آزمائشی پرواز ۱۹۷۵ میں کی تھی۔ یہ طیارہ امریکہ کی ایک کمپنی
نے بنایا ہے جس کا نام جنرل ڈائنا مکس ہے۔
ایف ۱۹ کی لمبائی ہم فٹ ہے اور یہ ۱۶ فٹ ۱۳ اینچ اونچا ہے اس کے بازوؤں کا پھیلاؤ
۳۰ فٹ ہے ایف۔ 14 میں پراٹ اینڈ وھٹنی طرز کا طاقتور انجن لگا ہوا ہے ، جو بی بی کے سرکٹ
سے فوری طور پر اسٹارٹ ہو جاتا ہے اس طرح یہ طیارہ فوری طور پر اپنی کا روائی شروع کرنے
کا اہل ہے، فوری اسٹارٹ ہونے کی وجسے ایف ۱۶ صرف ۹۰ سیکنڈ میں رن وے پر دوڑتا
ہوا فضا میں بلند ہو کر ۴۰ ہزار فٹ کی بلندی پر پہنچ جاتا ہے اس طرح اگر ایف - 14 کے مستعد
ہوا باز کو دشمن کے آنے کی اطلاع حملے سے صرف دو منٹ پہلے مل جاتے تو یہ زمین پر دشمن
و کی ملے سے روشن مل یہ زمین پر چمن
کا نشانہ بننے کے بجائے فضا میں بلند ہو کر دشمن کے سر پر جادھمکے گا ،
دشمن کی پانی کرنے کے لئے ایف 14 کے پاس کتنی نال والی ۲۰ ایم ایم کی گن موجود ہیں جن
سے وہ 1 ہزار راؤنڈ گولیاں برساکر دشمن کا جینا حرام کر سکتا ہے۔
اس کے علاوہ ایف - ۱۶ کے بازوؤں کے نیچے فضا سے فضا میں مار کر نے والے انفراریڈ
سائڈ ونڈر میزائل بھی لگے ہوتے ہیں۔ یہ انفراریڈ یعنی حرارت کی شعاعوں پر چلنے والے میزائل
دشمن کے طیارے کے انجن سے خارج ہونے والی گرمی کی لہروں سے مشتعل ہو کر اس پر حملہ
کر دیتے ہیں۔ اس میزائل کی رفتار ۱۹۵۰ میل فی گھنٹہ ہے اس لئے تیز سے تیز رفتار طیارہ بھی ان کی
زد سے بچ کر نہیں جا سکتا۔ اس کے علاوہ ایف-۱۶ کے بازوؤں کے نیچے مزید یہ میزائل لگانے
کا انتظام بھی کیا گیا ہے۔
یہ طیارہ دشمن کے علاقے میں صرف ایک حملے میں دو ہزار پونڈ کے ۸۴ بم گرا سکتا ہے۔
ایف - ۱۶ کے ہوا باز کی کاک پٹ ائیر کنڈیشنڈ ہوتی ہے۔ اس کاک پٹ یعنی ہوا باز کی نشست
والے خانے کے اوپر شفاف کنوپی ہے۔ یہ کنو پی اس طرح بنائی گئی ہے کہ ہوا باز بڑی آسانی سے
اپنے چاروں طرف دیکھ سکے اور دشمن کا طیارہ کسی بھی طرح اس کی نظر سے چھپ نہ پائے۔
ایف ۔ 4 اگی دیگر خوبیوں کے ساتھ اس کی ایکشن سیٹ کا استعمال بھی اہم ہے ہوا باز
کی یہ کرسی ہر طیارے میں ہوتی ہے اور خطرے کی صورت میں یا جب طیارہ خطرناک حد تک
مجروح ہو چکا ہو اور اس کا بچنا مشکل ہو تو ہوا باز اپنی اس سیٹ کا ایک خاص ٹین دبا دیتا ہے۔
طیارے کی کنونی کھل جاتی ہے اور سیٹ ہوا باز کو لئے ہوئے اچھل کر طیارے سے باہر آجاتی
فضا میں ہوا بانہ اپنا پیرا شوٹ کھول کر زمین پر آ جاتا ہے عام طیاروں میں ہوا باز کو اپنی
انجکشن سیٹ استعمال کرنے کے لئے طیارے کو فضا میں بلندی پر لے جانا پڑتا ہے۔ لیکن ایف
میں کسی بھی جگہ انجکشن سیٹ کو استعمال کیا جا سکتا ہے۔
ایف - 14 میں دشمن کے علاقے پر ٹھیک ٹھیک جگہ بم گرانے کے لئے کمپیوٹر کا ایک ایسا
نظام موجود ہے جو ہم کو نشانے کا راستہ دکھاتا ہے۔ اس طیارے پر ایک ایسا راڈار بھی
لگا ہوا ہے جو ہر طرف سے دشمن کی آمد کی پیشگی خبر کر دیا ہے۔ اس طیارے میں ڈالما وکٹر ہے
ایل آر - ۶۹ راڈار کا وار تنگ سسٹم بھی موجود ہے جو دشمن کے زمینی اور فضا میں بلند راڈار کی موجودگی
سے ایف - ۱۶ کے ہوا باز کو خبر دار کر دیا ہے۔ اس سسٹم کی مدد سے ایف ۔ 14 کا ہوا باز دشمن کے
زمینی اور فضا سے فضا میں وار کرنے والے میزائلوں سے اپنے طیارے کو بچا سکتا ہے۔
ایف ۔ 14 کی پرواز کا اصول انجن کی طاقت ہے اس طیارے کا کنٹرول پینیل کمپیوٹر کے
نظام سے منسلک ہے ۔ ایف - ۱۶ اپنی پرواز کے دوران فضا ہی میں موجود ایندھن فراہم کرنے
والے طیارے سے ایندھن حاصل کر سکتا ہے۔ اس طرح ایندھن لے کر ایف ۔ 4 مسلسل ہے
گھنٹے ۲۵ منٹ پر واز کر سکتا ہے۔ ایندھن کے اپنے ذخیرے کی مدد سے ایف ۔ 4 مسلسل ہو گھنٹے
۵۵ منٹ پرواز کرنے کے قابل ہے۔ اس طرح ایف - 14 طیارہ دسمن کے دور دراز ٹھکانوں
پر بھی موثر حملے کر کے دہشت طاری کر سکتا ہے۔",1251
