file_id,source,year,title,clean_text,token_count
P5_2010_001,Jang,2010,مستقبل کی سیاست اور رضا ربانی ...گریبان منوبھائی,"قومی اسمبلی اور پاکستانی سینٹ کی متفقہ منظوری اور صدر مملکت آصف علی زرداری کے دستخطوں کے ساتھ آئین میں 17 ویں ترمیم کی جگہ لینے والی اور قومی آئین کو مارشل لاؤں اور آمریتوں کی آلائشوں سے پاک کرنے والی اٹھارہویں ترمیم آئین کا حصہ بن گئی ہے۔ قومی آئین کی اس حیاتِ نو کی تقریب میں ملک کی دوسری سب سے بڑی سیاسی جماعت مسلم لیگ کے قائد میاں نواز شریف اور ان کے لیڈروں کی شرکت پاکستان کی اس مصالحانہ اور مفاہمانہ سیاسی تبدیلی کا ثبوت پیش کرتی ہے جس کے ذریعے تکمیل پاکستان کے خواب کو شرمندئہ تعبیر کیا جا سکتا ہے اور تکمیل پاکستان کا خواب پاکستان کے عوام کے اصل اور بنیادی مسائل حل کرنے کا خواب ہے۔ غربت، جہالت، بھوک، بیماری دور کرنے کا خواب ہے۔ تعمیر و ترقی کی نئی راہیں تلاش کرنے اور ان پر سفر اختیار کرنے کا خواب ہے۔ بے شمار مسائل اور اَن گنت مشکلات کے باوجود صدر آصف علی زرداری کی قیادت اور رہنمائی میں آٹھ سالہ فوجی آمریت سے نجات پانے والی سیاسی حکومت نے مصالحت، مفاہمت اور مصلحت کی سیاست کے اصولوں پر کام کرتے ہوئے متحدہ اور مشترکہ سیاسی کوششوں سے مملکت کی سب سے اہم دستاویز آئین پاکستان کو اس کی اصل حالت میں بحال کرنے کا کارنامہ سرانجام دیا ہے اور بتایا گیا ہے کہ اس طریقے سے آمریتوں کے شب خون کے تمام دروازے بند کر دیئے گئے ہیں اور آئین کی خلاف ورزی کا اب کوئی خطرہ باقی نہیں رہ گیا مگر اس حقیقت سے انکار نہیں کیا جا سکتا کہ جب تک پاکستان کے لوگوں کے غربت، جہالت، بھوک اور بیماری کے اصل اور بنیادی مسائل حل نہیں کئے جائیں گے تمام کے تمام خطرات موجود رہیں گے۔ بلاشبہ آئین ایک بہت ہی اہم اور قابل احترام دستاویز ہوتی ہے مگر اس آئین پر عملدرآمد اس سے بھی زیادہ اہمیت رکھتا ہے۔ آئین کو اس کی اصل حالت میں تبدیل کرنے والی ترمیم میں سب سے زیادہ اہمیت رکھنے والی ترمیم صوبائی اختیارات سے تعلق رکھتی ہے اور سب سے پہلے توجہ چاہتی ہے۔ ضرورت اس امر کی ہے کہ ملک کے تمام صوبوں کو ان کے وہ تمام اختیارات دیئے جائیں جن کے ذریعے وہ اپنے عوام کے مسائل حل کر سکتے ہیں۔ اس مقصد کے لئے تمام سیاسی جماعتوں کو مصالحت، مفاہمت اور مصلحت کے جذبات کا بھرپور مظاہرہ کرنا پڑے گا اور یہی وہ آزمائش ہے جو اٹھارہویں آئینی ترمیم کی منظوری نے قوم اور ملک کے سامنے پیش کی ہے۔ یہ تمام سیاسی جماعتوں کا امتحان ہو گا کہ وہ ملک اور قوم کے بہترین مفاد میں کہاں تک مفاہمت اور مصالحت کا مظاہرہ کرتی ہیں۔ آئین میں اٹھارہویں ترمیم اور اس سلسلے میں تمام سیاسی جماعتوں کے تعاون کے مظاہرے کے بعد حکمرانوں کے پاس عوام کے مسائل حل کرنے، مہنگائی اور لوڈشیڈنگ کے عذابوں پر قابو پانے کی راہوں میں کسی رکاوٹ کا بہانہ نہیں رہ جائے گا۔ بلاشبہ مہنگائی اور لوڈشیڈنگ جیسے عذاب چند گھنٹوں یا چند دنوں میں قابو میں نہیں لائے جا سکتے مگر حکمرانوں کی کوششوں سے ان کی شدت میں نمایاں کمی لائی جا سکتی ہے۔ قدرت نے پاکستان کے عوام کو بے پناہ صبر سے نوازا ہے۔ ان کو اپنے مسائل کے حل کے سلسلے میں کوئی عمل ہوتا ہوا دکھائی دے تو وہ صبر اور شکر سے مثبت نتائج کا انتظار کر سکتے ہیں۔ پاکستان کے لوگوں نے دیکھا ہے کہ ہمارے حکمرانوں اور اربابِ اختیار نے گزشتہ ڈیڑھ دو سالوں کے دوران سیاسی مصالحت اور مفاہمت کے ذریعے این ایف سی جیسے مسائل کو حل کیا ہے۔ بلوچستان کے عوام کے حقوق کی حفاظت کے سفر کا آغاز کیا ہے۔ گلگت بلتستان کے لوگوں کو ان کے جمہوری حقوق بھی فراہم کئے ہیں اور یہی مصالحت اور مفاہمت آئین کی اٹھارہویں ترمیم کے متفقہ طور پر منظور اور قبول ہونے کا سبب بنی ہے۔ یہی مصالحت اور مفاہمت اگلے عام انتخابات تک عوام کے بیشتر مسائل اور ان کی شدت میں کمی لانے کا سبب بھی بن سکتی ہے۔ یقین سے کہا جا سکتا ہے کہ آنے والے وقتوں میں تصادم، گڑبڑ اور انتشار پیدا کرنے والی سیاست نہیں چلے گی۔ مفاہمت، مصالحت اور برداشت اور تعاون کی سیاست چلے گی۔ مفاہمت اور مصالحت کی سیاست کو اپنانے اور اسے بروئے کار لانے میں بے پناہ مشکلات پیش آ سکتی ہیں مگر بہتر مستقبل پر یقین رکھنے والے سیاستدانوں کو سینیٹر رضا ربانی جیسی ہمت، جرأت اور برداشت سے کام لینا پڑے گا اور اس طریقے سے ویسے ہی کامیابی حاصل کرنے میں کامیاب ہوں گے جیسے رضا ربانی اور ان کے ساتھی اور ہم خیال کامیاب ہوئے ہیں کیونکہ شروع سے آخر تک مایوسی اور ناامیدی ان کے قریب نہیں پھٹک سکی۔",778
P5_2010_002,Jang,2010,پرویز مشرف پھر سیاست میں.....خلیل احمد نینی تال والا,"سابق صدرِ ، پرویز مشرف 2سال سے مزے کر رہے تھے ۔ پوری دنیا میں اپنے لیکچروں کی کمائی کھا رہے تھے اگرچہ کبھی کبھی اپنی نئی سیاسی جماعت بنانے کی بھی بات کر جاتے تھے مگر یار لوگ اس کوبالکل بھی سیریس نہیں لے رہے تھے البتہ گزشتہ ڈھائی سال سے جب سے جمہوریت 9سال بعد لوٹی تھی تو مہنگائی میں اتنا اضافہ ہو رہا تھا کہ عوام کے منہ سے یہ نکلتا تھا کہ پرویز مشرف کے دور میں اتنی مہنگائی نہیں تھی پھر ساتھ ساتھ بجلی کی لوڈ شیڈنگ نے عوام کا جینا حرام کیا تو بھی عوام کو پرویز مشرف کا زمانہ بھلا لگا اور جب دہشت گردی بے لگام ہو گئی تو خصوصاً کراچی کے عوام کو پرویز مشرف کا دور بہت سہانا لگا اور وہ شدت سے یاد آئے۔ اب جب انہوں نے اپنی نئی سیاسی جماعت آل پاکستان مسلم لیگ کا اعلان کیا اور ساتھ ساتھ خود کی شمولیت بھی کر ڈالی تو سارے سیاستدان اور میڈیا بری طرح چونکے اور پھر سب کے سب ان کے پیچھے پڑ گئے ۔ سیاسی جماعتوں میں سب سے پہلے مسلم لیگ ن کے سربراہ میاں محمد نواز شریف جب سے جلا وطنی ختم کر کے لوٹے تھے روز اخباری بیان میں پرویز مشرف پر مقدمہ چلانے کی بات کرتے تھے تو پی پی پی والے ایک کان سے سن کر دوسرے سے اڑا دیتے تھے تو میاں صاحب تلملا جاتے تھے ۔ صدرزرداری اور وزیر اعظم یوسف رضا گیلانی نے ان کو اس دوران خاموش رکھا مگر جب پرویز مشرف نے لندن میں پریس کانفرنس میں اپنا سیاسی پروگرام پیش کیا تو میاں صاحب کھل کر مخالفت پر اتر آئے دوبار آئین توڑنے اور ان کے خلاف فوجی بغاوت جیسے مقدمات بنانے، پاکستان کی سلامتی کو امریکہ کے ہاتھوں بیچنے جیسے الزامات لگا کر عوام کو ان کے خلاف بھڑکانہ شروع کر دیا ۔ روز ہی ان کے رفقاء ٹی وی پر آ کر خوب بھڑاس پرویز مشرف کے خلاف نکالتے ، پہلے تو 2سال تک وہ یہ کہتے رہے کہ پرویز مشرف کبھی پاکستان نہیں آئیں گے اگر آئے تو وہ بغاوت جیسے مقدمات کا سامنا کریں گے خصوصاً چیف جسٹس کی برطرفی جیسے واقعات کا سامنا کرنے کے ساتھ ساتھ لال مسجد کا سانحہ ، بلوچستان میں اکبر بگٹی کی قتل کی ایف آئی آر جو آج تک درج نہیں ہو سکی وغیرہ وغیرہ ۔ پی پی پی کی طرف سے رحمن ملک ان کے خلاف بیان بازی کر رہے ہیں وہ این آر او جیسے واقعات سے انکاری ہیں کہ ایسا کوئی معاہدہ بے نظیر بھٹو مرحومہ نے نہیں کیا تھا ۔ سارا ملبہ پرویز مشرف پر ڈال کر خود کو بے گناہ ثابت کر رہے ہیں پھر ہمارے کالم نگار دوستوں نے بھی 9سالہ آمریت دور کی نئی نئی داستانیں سنائیں ان میں وہ بھی شامل تھے جو پرویز مشرف دور کی تعریفیں بھی لکھ کر اس زمانے کا نمک حلال کر چکے تھے ۔ آج سب یک زباں ہو کر ان کے خلاف الزامات کی بارش برسا رہے ہیں اور اس میں کوئی شک بھی نہیں ہے کہ آخری دو سال پرویز مشرف کی پچھلی 7سالہ دور کی اچھائیاں کھا گئے ، قوم کو سب سے زیادہ تعجب تو چوہدری برادران کی مکمل یو ٹرن پالیسی سے ہوا جنہوں نے اس پورے 9سالہ دور میں وزیر اعظم اور وزیر اعلیٰ پنجاب کی حیثیت سے خود اقتدار کے مزے لوٹے ہی نہیں بلکہ دونوں ہاتھوں سے اتنا مال بنایا کہ اگلی دس نسلیں یاد کریں گی ۔ کوئی محکمہ نہیں چھوڑا جہاں ان کی کرپشن کی داستان نہ سنائی دے اسی طرح ان کے وزراء دونوں ہاتھوں سے مال بناتے رہے اور پرویز مشرف کو بدنام کرتے رہے۔ آج سب یک زباں ہو کر پرویز مشرف سے اپنی لا تعلقی کا اظہار کر رہے ہیں عوام حیران ہے ، ان میں سے سوائے خورشید قصوری کے کسی نے بھی ان کی پارٹی میں شمولیت نہیں کی خصوصاً شیخ رشید جو ان کے پورے دور میں وزارت ہی کے نہیں ہر اچھے اور برے موقعوں پر کندھا ملا کر چلتے تھے اب وہ خود ایک مسلم لیگ کے بانی بن چکے ہیں اگرچہ ان کو عوام سے کوئی پذیرائی نہیں ملی اگراس آڑے وقت میں وہ اپنی مسلم لیگ اور پرویز مشرف کی مسلم لیگ کو جوڑ کر کچھ سیاسی کمال کرتے تو زیادہ بہتر صورت نکلتی، اکیلے نہ وہ خود اور نہ ہی پرویز مشرف مسلم لیگ ن کا مقابلہ کر سکیں گے۔ پرویز مشرف کا فوجی بیک گراوٴنڈ ہے وہ سیاسی طور طریقوں سے ابھی تک نا واقف ہیں اسی وجہ سے صرف چند دن میں ہی انہوں نے اپنے خلاف کئی محاذ کھول لئے ہیں ، ایک طرف وہ شریف برادران کو للکار رہے ہیں ان پر ذاتی جملے بھی کس رہے جس سے عوام میں نواز شریف کے چاہنے والے برا منائیں گے اور ان کا ووٹ بینک کم ہوگا مگر اس سے بڑی غلطی انہوں نے محسنِ پاکستان ڈاکٹر عبدالقدیر خان جو عوام میں عبدالستار ایدھی کی طرح عزت کے مقام پر فائز ہیں ان کے خلاف نازیبا الفاظ ہضم نہیں ہوں گے بلکہ ان کو بہت سیاسی نقصان پہنچ چکا ہے وہ بھول گئے کہ وہ اب نہ فوجی رہے اور نہ فوجی وردی ان کے لئے کوئی مثبت سہارا بن سکتی ہے۔ صرف وہ ماضی کی چند اچھی مثالیں جس میں مہنگائی پر اور دہشت گردی پر نیک نام کمایا تھا ، پڑھے لکھے لوگوں میں سیاسی جماعتوں کے سربراہوں اور کارکنوں کی نسبت ابھی تک ان پر کوئی کرپشن کا الزام نہیں ہے ، بہتر مستقبل ہو سکتا تھا مگر یکے بعد دیگر الزامات لگا کر انہوں نے خود اپنا وزن کم کر لیا ہے اور ابتدا میں غلطیاں بہت مہنگی ثابت ہوتی ہیں ۔ کشمیر کے بارے میں بھی ان کے موٴقف سے پاکستان کو نقصان پہنچا اور بھارت نے اس سے فائدہ اٹھا کر پاکستان پر ایک بار پھر مداخلت کی نشاندہی کردی ۔ ایسا وہ کیوں کر رہے ہیں سیاسی لوگ حیران ہیں۔ اگرچہ ابھی تک ان کا پاکستان آنا بہت امتحانوں سے گزرنے کے برابر ہے اور ناممکن نظر آتا ہے پھر بھی سیاستدانوں سے وہ مشکل سے ٹکر لے سکیں گے ، سیاستدان پھر سیاستدان ہوتے ہیں اور وہ فوجی ہی رہیں گے اور مزید انٹرویو دیکر غلطیوں پر غلطیاں کر کے متنازع بن جائیں گے۔",1037
P5_2011_003,Jang,2011,2010 ایک غیرمعمولی سال...معیشت کی جھلکیاںمحمد احمدسبزواری,"بات شروع کرنے سے پہلے اگر یہ کہا جائے کہ پاکستان کے ہر ذمہ دار شہری کو خواہ وہ صحافی ہو یا سیاست دان، تاجر یا صنعت کار، فن کار ہو یا طالب علم اپنا جائزہ لے کر یہ دیکھنا چاہیئے کہ اس نے گزشتہ سال کون سے اچھے کام کئے اور کون سی خامیاں سرزد ہوئیں تاکہ آئندہ سال ان سے پرہیز کیا جائے۔ 2010 کئی لحاظ سے ایک غیر معمولی سال تھا ۔ سب سے پہلی خصوصیت یہ کہ اس کا آغاز ایک خوش آئند واقعہ سے ہوا۔ اس سے میری مراد پاکستان اور ہندوستان کے درمیان امن کی آشا کا پروگرام تھا، جو برصغیر کے دو عظیم اخباروں، جنگ اور ٹائمز آف انڈیا نے شروع کیا۔ ایک سال میں برسوں کی تلخیوں پر قابو نہ پایا جا سکا، تاہم امن کا بیج بو دیا گیا، آبیاری ہوتی رہی تو ایک دن تناور درخت بن کر دونوں ملکوں کے عوام کو اپنے سائے میں لے لے گا۔ پاکستانی فوج بے جگری سے دہشت گردی کا مقابلہ کررہی ہے، اس کی قربانیوں کا تو صلہ نہیں مگر اس کی دل بستگی کی خاطر جنوری میں فوجی نوجوانوں کی تنخواہ میں 20 اور افسروں کی تنخواہ میں 15 فیصد کا اضافہ کیا گیا۔مارچ میں وزیر خزانہ نے ذاتی مصروفیت کی بنا پر استعفیٰ دے دیا، دراصل ان کو گورننس کے فقدان، سرمایہ کاری میں کمی کے رجحان، دہشت گردی کی بنا پر جنگی اخراجات میں اضافہ، ملک میں بڑھتی ہوئی مہنگائی، کرپشن اور لاقانونیت، سرکاری اداروں کے خسارہ کے تحت کامیاب بجٹ بنانا مشکل نظر آیا اوراس سے صاف دامن بچا گئے۔ مارچ ہی میں یہ اعلان ہوا کہ یکم جولائی سے بجلی کے نرخ میں ایک روپیہ دو پیسے فی یونٹ اور پانی کے بلوں میں 9 فیصد اضافہ کر دیا جائے گا۔ اسی ماہ میں آمدنی بڑھانے کی غرض سے قومی بچت سینٹر نے 3، 5 اور 10 سالہ بانڈز جاری کئے جن پر 12.24، 12.30 اور 12.44 فی صد منافع دیا جائے گا، بینکوں نے سیونگ کی شرح میں کوئی اضافہ نہیں کیا۔سال کا سب سے بڑا کارنامہ اولاً اٹھارویں ترمیم کا پیکیج اور پھر 19ویں ترمیم کے مسودے متفقہ طور پر منظور ہوئے اور اب بیسویں ترمیم کا چرچاہے۔ وزارت خزانہ کچھ عرصہ بغیر وزیر کے رہی پھر موجودہ وزیر خزانہ کو اولاً مشیر اور بعد میں وزیر بنا دیا گیا اور موجودہ حکومت کے تیسرے بجٹ کی ذمے داری سپرد کی گئی اس بجٹ کی خصوصیت یہ تھی کہ یہ ساتویں مالیاتی ایوارڈ کی منظوری اور اٹھارویں ترمیم کے بعد پہلا بجٹ تھا جس میں صوبوں کا وفاق کی منقسمہ آمدنی میں 47.5 فی صد کا حصہ رکھا گیا اور کنکرن لسٹ کی گیارہ وزارتیں اور ڈویژن جون 2011 سے قبل صوبوں کو منتقل ہونا تھے۔ بجٹ میں آمدنی کا تخمینہ 2597 ارب، اخراجات کا اندازہ 2764 ارب اور خسارہ 166 ارب دکھایا گیا، صوبوں کو 655 کی روایتی رقم کے بجائے 1033 ارب روپے ملیں گے۔ ایک اور خصوصیت یہ رہی کہ وفاقی سرکاری ملازمین کو ایک ماہ کی بنیادی تنخواہ کا 50 فی صد ایڈہاک الاؤنس منظور کیا گیا ، 1 تا 15 کے ملازمین کا میڈیکل الاؤنس دگنا اور 16 تا 22 گریڈ والوں کے الاؤنس میں 15 فی صد اضافہ کیا گیا۔ یہ ایسی رعایت تھی جس کا ملازمین کو اندازہ بھی نہیں تھا۔ 2001 کے بعد ریٹائرڈ ہونے والوں کی پنشن میں 15 فیصد اور 2001 سے پہلے ریٹائرڈ ہونے والوں کو 20 فیصد اضافہ دیا گیا۔ مزید برآں گریڈ 1 تا 15 کے ریٹائرڈ ملازمین کو پنشن کا 25 فیصد اور 16 سے 22 والوں کو 20 فیصد میڈیکل الاؤنس منظور کیا گیا۔ یہ تمام رعاتیں صوبوں کے جملہ ملازمین اور پنشروں کو بھی ملیں۔ افسوس کے اس اچھے بجٹ کو 16 فیصدی سیلز ٹیکس کے بجائے 15فیصدی ویلیو ایڈیڈ ٹیکس ویٹ کی تجویز نے اتنا متنازعہ بنا دیا کہ چھ ماہ بعد بھی تصفیہ نہ ہو سکا اور حکومت اپنی چوتھائی آمدنی سے محروم ہو گئی۔ اگست میں ملک کو تاریخ کے سب سے بڑے سیلابوں کا سامنا کرنا پڑا کوئی باقاعدہ سروے تو نہیں ہوا مگر کئی ہزار جانیں سیلاب کی نذر ہوگئیں۔ انگلستان کے برابر رقبہ سیلاب کی زد میں آگیا۔ لاکھوں کچے مکانات ٹوٹ پھوٹ گئے، ایک لاکھ سے زائد مویشی ہلاک ہوگئے، کھڑی فصلیں تباہ، باغات اجڑ گئے، بے گھر ہونے والوں کی تعداد 9080 لاکھ تک پہنچ گئی۔ معاملہ اتنا سنگین تھا کہ اقوام متحدہ کے سیکرٹری جنرل کو سیلاب زدہ علاقوں کا دورہ کرنا پڑا، مجموعی طورپر 9.2 ارب ڈالر کے نقصان کا اندازہ لگایا گیا ، سیکرٹری جنرل نے اپنے اراکین سے انسانی ہمدردی کے تحت مالی امداد کی اپیل کی وعدے تو بہت ہوئے مگر یاد دہانیوں کے باوجود 39فیصد وعدے پورے ہوئے اور پاکستان کو خود اپنے وسائل سے سیلابویوں کی دیکھ بھال اور بحالی کا انتظام کرنا پڑا، اب بھی کچھ متاثرین کیمپوں میں مقیم ہیں۔ اس سلسلے میں پاکستان آرمی، نیوی اور نجی تنظیموں نے قابل قدر خدمات انجام دیں۔ اس وقت وزیر خزانہ سخت مشکلات میں گھر گئے ہیں۔ نصف سال گزر جانے کے باوجود یہ اپنی آمدنی کے ایک اہم ذریعہ سے محروم ہیں، ویٹ یا جس کا نام تبدیل کر کے آر جی ایس ٹی رکھا گیا مالیاتی فنڈ سے جو معاہدہ کیا گیا تھا اس میں اس کا نفاذ شامل تھا، چونکہ اس کو نافذ نہیں کیا گیا لہٰذا فنڈ نے معاہدہ شکنی کی بنا پر قرضے کی بقیہ قسط کو روک لیا ، گو اس نے نو ماہ کی توسیع کردی ہے کہ اس درمیان میں یہ شق نافذ کر دی جائے۔ اخراجات بدستور جاری ہیں جو اسٹیٹ بینک سے قرض لے کر اور نوٹ چھاپ کر پورے کئے جا رہے ہیں ، 24 دسمبر تک 307 ارب کا قرضہ لیا جا چکا ہے بینک کا اندازہ ہے کہ 30 جون تک حکومت کا قرضہ ایک کھرب تک پہنچ جائے گا جبکہ وزارت خزانہ کی بریفنگ میں یہ رقم 852 ارب بتائی گئی جس بڑی مقدار میں نئے نوٹ چھاپے جا رہے ہیں ان کی وجہ سے افراط زر 20فیصد سے تجاوز کر گیا ہے اور مہنگائی بڑھتی جا رہی ہے۔ خصوصاً غذائی اشیاء کی قیمتوں میں سال بھر میں 45 سے 100 فیصد ہوا ہے جیسے ایک مخصوص برانڈ کے کھانے کے تیل کے 5 کلو کی قیمت 725 سے بڑھ کر 895 روپے ہو گئی۔ 16 کلو والے گھی کے کنستر کی قیمت 1850 سے بڑھ کر 2400 ہوگئی۔ ایک انڈا 8 روپے میں مل رہا ہے، کم آمدنی والوں کو زندگی گزارنا مشکل نظر آرہا ہے۔ دوسری طرف لوگ ٹیکسوں سے گریز کرتے ہیں، بجلی چراتے ہیں اور بڑے بڑے ہوٹلوں اور ریسٹورنٹس میں جہاں پانچ سو سے ہزار بارہ سو تک فی کس چارج کئے جاتے ہیں۔ وہاں داخلے کے لئے قطار میں کھڑے ہو کر انتظار کرتے ہیں ، پیٹرولیم کی مصنوعات میں مسلسل اضافہ ہو رہا ہے۔ یکم فروری کو پیٹرول 55.10، ڈیزل 58.10 اور مٹی کا تیل 60.75 تھا، ان میں مارچ میں معمولی سی کمی کی گئی جو بعد میں پھر بڑھتی رہی اور 31 دسمبر کو جن اضافوں کا اعلان ہوا۔ اس سے پیٹرول 79.67، ڈیزل 82.58 اور مٹی کا تیل 74.99روپے فی لٹر ہو گیا تھا، ملک گیر احتجاج کے تحت 6 جنوری کو یہ اضافہ واپس لے لیا گیا مگر آئی ایم ایف کو اور امریکا کو یہ رعایت پسند نہیں آئی۔ڈرون حملے برابر ہو رہے ہیں سال بھر میں 132 حملے ہوئے جن میں 1184 افراد ، خواتین اور بچوں کے ساتھ ہلاک ہوئے زخمیوں کی تعداد کا پتہ نہیں مارے جانے والوں کے بیوی بچوں کا کوئی پرسان حال نہیں کیونکہ ان کے سرپرستوں کو دہشت گرد کا نام دیا گیا تھا۔صوبوں کو منتقل ہونے والی وزارتوں کے ملازمین کو صوبوں نے لینے سے انکار کردیا اب ان 44 ہزار افراد کا بوجھ بھی وفاق کو سنبھالنا ہوگا۔ سال کے آخر میں سیاسی سرگرمیاں بہت بڑھ گئیں۔ بعض اتحادیوں نے حزب اختلاف کی بنچیں سنبھال لیں، ایک اتحادی بزرگ نے وزیر اعظم کو ہٹانے کا مطالبہ کیا، راقم نے ایک پرانے کالم میں لکھا تھا کہ وکی لیکس کی ساری باتیں غلط نہیں، یہ ہما کو سر پر بٹھانے کی جدوجہد ہے۔ سال کا ایک خوش آئندہ واقعہ چینی وزیراعظم کی آمد، مختلف معاہدوں پر دستخط اور متاثرین سیلاب کے لئے امداد کے ساتھ دہشت گردی کے خلاف پاکستان کی قربانیوں کا اعتراف ہے ۔ مندرجہ بالا پس منظر میں نئے سال سے اچھی توقعات وابستہ کرنا دشوار نظر آتا ہے۔",1382
